544337.000000 4051114.000000 -9.582645 -nan -nan
544337.000000 4051117.000000 -9.582645 -nan -nan
544337.000000 4051119.000000 -6.582645 -nan -nan
544337.000000 4051121.000000 -4.582645 -nan -nan
544337.000000 4051124.000000 -4.582645 -nan -nan
544337.000000 4051126.000000 -9.582645 -nan -nan
544337.000000 4051128.000000 -13.582645 -nan -nan
544337.000000 4051131.000000 -17.582645 -nan -nan
544337.000000 4051133.000000 -14.582645 -nan -nan
544337.000000 4051136.000000 -3.582645 -nan -nan
544337.000000 4051139.000000 -15.582645 -nan -nan
544337.000000 4051143.000000 -20.582645 -nan -nan
544337.000000 4051146.000000 -20.582645 -nan -nan
544337.000000 4051168.000000 -17.582645 -nan -nan
544337.000000 4051170.000000 -18.582645 -nan -nan
544337.000000 4051220.000000 -10.582645 -nan -nan
544337.000000 4051222.000000 -21.582645 -nan -nan
544337.000000 4051232.000000 -18.582645 -nan -nan
544337.000000 4051235.000000 -24.582645 -nan -nan
544337.000000 4051237.000000 -29.582645 -nan -nan
544337.000000 4051240.000000 -22.582645 -nan -nan
544338.000000 4051112.000000 -1.582645 -nan -nan
544338.000000 4051142.000000 -15.582645 -nan -nan
544338.000000 4051149.000000 -19.582645 -nan -nan
544338.000000 4051151.000000 -22.582645 -nan -nan
544338.000000 4051154.000000 -6.582645 -nan -nan
544338.000000 4051162.000000 -11.582645 -nan -nan
544338.000000 4051165.000000 -16.582645 -nan -nan
544338.000000 4051215.000000 -12.582645 -nan -nan
544338.000000 4051217.000000 -11.582645 -nan -nan
544338.000000 4051225.000000 -22.582645 -nan -nan
544338.000000 4051227.000000 -18.582645 -nan -nan
544338.000000 4051229.000000 -22.582645 -nan -nan
544338.000000 4051242.000000 -16.582645 -nan -nan
544338.000000 4051245.000000 -14.582645 -nan -nan
544338.000000 4051247.000000 -14.582645 -nan -nan
544338.000000 4051249.000000 -11.582645 -nan -nan
544339.000000 4051065.000000 2.417355 -nan -nan
544339.000000 4051080.000000 -4.582645 -nan -nan
544339.000000 4051083.000000 -1.582645 -nan -nan
544339.000000 4051085.000000 0.417355 -nan -nan
544339.000000 4051087.000000 -1.582645 -nan -nan
544339.000000 4051090.000000 0.417355 -nan -nan
544339.000000 4051092.000000 -4.582645 -nan -nan
544339.000000 4051099.000000 -28.582645 -nan -nan
544339.000000 4051102.000000 -21.582645 -nan -nan
544339.000000 4051104.000000 -0.582645 -nan -nan
544339.000000 4051107.000000 3.417355 -nan -nan
544339.000000 4051110.000000 -1.582645 -nan -nan
544339.000000 4051156.000000 -4.582645 -nan -nan
544339.000000 4051158.000000 -12.582645 -nan -nan
544339.000000 4051161.000000 -11.582645 -nan -nan
544339.000000 4051172.000000 -21.582645 -nan -nan
544339.000000 4051175.000000 -18.582645 -nan -nan
544339.000000 4051210.000000 -10.582645 -nan -nan
544339.000000 4051213.000000 -13.582645 -nan -nan
544339.000000 4051252.000000 -22.582645 -nan -nan
544339.000000 4051254.000000 -20.582645 -nan -nan
544339.000000 4051258.000000 -21.582645 -nan -nan
544339.000000 4051260.000000 -23.582645 -nan -nan
544339.000000 4051263.000000 -14.582645 -nan -nan
544339.000000 4051265.000000 -26.582645 -nan -nan
544339.000000 4051508.000000 -39.582645 -nan -nan
544339.000000 4051511.000000 -44.582645 -nan -nan
544339.000000 4051513.000000 -19.582645 -nan -nan
544339.000000 4051516.000000 -59.582645 -nan -nan
544339.000000 4051518.000000 -45.582645 -nan -nan
544339.000000 4051520.000000 -28.582645 -nan -nan
544339.000000 4051523.000000 -39.582645 -nan -nan
544339.000000 4051525.000000 -44.582645 -nan -nan
544339.000000 4051528.000000 -44.582645 -nan -nan
544339.000000 4052119.000000 37.417355 -nan -nan
544339.000000 4052121.000000 46.417355 -nan -nan
544339.000000 4052124.000000 47.417355 -nan -nan
544339.000000 4052126.000000 48.417355 -nan -nan
544339.000000 4052128.000000 45.417355 -nan -nan
544339.000000 4052131.000000 41.417355 -nan -nan
544340.000000 4051051.000000 6.417355 -nan -nan
544340.000000 4051053.000000 -0.582645 -nan -nan
544340.000000 4051056.000000 -0.582645 -nan -nan
544340.000000 4051058.000000 -0.582645 -nan -nan
544340.000000 4051060.000000 5.417355 -nan -nan
544340.000000 4051063.000000 3.417355 -nan -nan
544340.000000 4051068.000000 -0.582645 -nan -nan
544340.000000 4051070.000000 2.417355 -nan -nan
544340.000000 4051072.000000 -1.582645 -nan -nan
544340.000000 4051075.000000 -3.582645 -nan -nan
544340.000000 4051078.000000 -4.582645 -nan -nan
544340.000000 4051094.000000 -8.582645 -nan -nan
544340.000000 4051097.000000 -18.582645 -nan -nan
544340.000000 4051177.000000 -14.582645 -nan -nan
544340.000000 4051189.000000 -18.582645 -nan -nan
544340.000000 4051194.000000 -14.582645 -nan -nan
544340.000000 4051197.000000 -13.582645 -nan -nan
544340.000000 4051199.000000 -13.582645 -nan -nan
544340.000000 4051201.000000 -14.582645 -nan -nan
544340.000000 4051204.000000 -13.582645 -nan -nan
544340.000000 4051206.000000 -15.582645 -nan -nan
544340.000000 4051208.000000 -14.582645 -nan -nan
544340.000000 4051256.000000 -20.582645 -nan -nan
544340.000000 4051268.000000 -23.582645 -nan -nan
544340.000000 4051483.000000 -43.582645 -nan -nan
544340.000000 4051485.000000 -51.582645 -nan -nan
544340.000000 4051504.000000 -37.582645 -nan -nan
544340.000000 4051506.000000 -33.582645 -nan -nan
544340.000000 4051530.000000 -42.582645 -nan -nan
544340.000000 4052116.000000 38.417355 -nan -nan
544340.000000 4052133.000000 41.417355 -nan -nan
544340.000000 4052135.000000 36.417355 -nan -nan
544341.000000 4051041.000000 9.417355 -nan -nan
544341.000000 4051044.000000 6.417355 -nan -nan
544341.000000 4051046.000000 7.417355 -nan -nan
544341.000000 4051048.000000 6.417355 -nan -nan
544341.000000 4051180.000000 -16.582645 -nan -nan
544341.000000 4051182.000000 -13.582645 -nan -nan
544341.000000 4051185.000000 -16.582645 -nan -nan
544341.000000 4051187.000000 -14.582645 -nan -nan
544341.000000 4051192.000000 -16.582645 -nan -nan
544341.000000 4051270.000000 -26.582645 -nan -nan
544341.000000 4051272.000000 -24.582645 -nan -nan
544341.000000 4051275.000000 -27.582645 -nan -nan
544341.000000 4051481.000000 -40.582645 -nan -nan
544341.000000 4051488.000000 -51.582645 -nan -nan
544341.000000 4051490.000000 -42.582645 -nan -nan
544341.000000 4051492.000000 -42.582645 -nan -nan
544341.000000 4051494.000000 -41.582645 -nan -nan
544341.000000 4051497.000000 -42.582645 -nan -nan
544341.000000 4051499.000000 -48.582645 -nan -nan
544341.000000 4051502.000000 -46.582645 -nan -nan
544341.000000 4051532.000000 -44.582645 -nan -nan
544341.000000 4051534.000000 -42.582645 -nan -nan
544341.000000 4051946.000000 40.417355 -nan -nan
544341.000000 4051948.000000 39.417355 -nan -nan
544341.000000 4051951.000000 37.417355 -nan -nan
544341.000000 4051953.000000 43.417355 -nan -nan
544341.000000 4052112.000000 43.417355 -nan -nan
544341.000000 4052114.000000 42.417355 -nan -nan
544342.000000 4051039.000000 7.417355 -nan -nan
544342.000000 4051277.000000 -25.582645 -nan -nan
544342.000000 4051471.000000 -43.582645 -nan -nan
544342.000000 4051474.000000 -46.582645 -nan -nan
544342.000000 4051479.000000 -41.582645 -nan -nan
544342.000000 4051537.000000 -42.582645 -nan -nan
544342.000000 4051539.000000 -43.582645 -nan -nan
544342.000000 4051924.000000 39.417355 -nan -nan
544342.000000 4051936.000000 43.417355 -nan -nan
544342.000000 4051939.000000 42.417355 -nan -nan
544342.000000 4051941.000000 38.417355 -nan -nan
544342.000000 4051943.000000 39.417355 -nan -nan
544342.000000 4051955.000000 39.417355 -nan -nan
544342.000000 4051958.000000 35.417355 -nan -nan
544342.000000 4051960.000000 33.417355 -nan -nan
