546548	4054937.5	650.187585
546798	4054942	196.5902415
546806	4054971	170.736135
545347	4054908	152.81332
545583	4054883	732.9296385
545586	4054909	617.417345
545836	4054899	-862.919836
545839	4054924	-891.151174
546039	4054906	-628.945585
546348.5	4054906.5	-1050.132514
546545	4054903	679.6630965
546548	4054921	653.183943
546797	4054912	226.225834
546802	4054890	250.499468
545348	4054856	183.316019
545580	4054855.5	891.0710125
545836	4054852	-750.776652
545838	4054870	-787.937674
546040	4054879	-596.7720565
546046	4054854	-565.413719
546349	4054855	-1070.563083
546542	4054856	752.484557
546800	4054840.5	361.1954865
546802	4054863	299.4082675
545348	4054805	220.414397
545577	4054813	1272.891267
545589	4054789	1929.76599
545834	4054805	-664.04511
546050	4054806	-518.951106
546351	4054805	-1059.288938
546539.5	4054806	968.6284135
546798	4054805	526.209404
545349	4054755	270.020387
545591.5	4054757	2338.422423
545835	4054756	-594.861076
546050	4054754.5	-484.5894145
546351	4054755	-894.766174
546532	4054756	1659.415255
546798	4054764.5	970.5372615
546803	4054738	1641.615946
545345	4054703.5	326.874467
545586	4054705.5	-500.3674295
545834	4054706	-547.139153
546040	4054706	-462.574344
546042	4054703	-461.365873
546344	4054685	-638.968152
546350	4054709	-713.133129
546527	4054705.5	2808.9383245
546809	4054705	2149.941475
545342	4054654	399.434016
545581	4054640	-975.2408165
545585	4054664	-972.435865
545835.5	4054655	-511.8794295
546037.5	4054643	-444.339556
546042.5	4054669	-450.274264
546343	4054654	-581.249771
546529	4054655	-519.945079
546815	4054655	-1321.825698
545340	4054606	498.48606
545580	4054619.5	-944.8528775
545587.5	4054595.5	-867.0816095
545836	4054603.5	-489.7084625
546036	4054605	-438.829056
546341	4054604	-529.329109
546527	4054603	-635.851689
546816	4054604.5	-1617.365564
545344.5	4054554	710.451929
545588	4054553	-784.861489
545835	4054558	-479.78102
545838	4054545	-477.016704
546035	4054554	-438.020607
546339	4054554.5	-507.978299
546529	4054552.5	-627.42873
546806	4054554	-1683.9362985
545351	4054504	1120.325505
545590	4054503	-715.1824355
545840	4054502.5	-476.318655
546039	4054523	-441.583106
546049	4054498	-447.230132
546341	4054506	-509.92769
546346	4054480	-520.497463
546534	4054504	-644.618463
546799	4054481	-2032.063026
546802	4054506	-1873.458655
545348	4054454	1684.6432545
545591	4054452	-677.885027
545842	4054451	-486.637959
546052	4054452	-465.18657
546353	4054452	-539.448545
546538	4054452.5	-710.6243975
546799	4054460	-2304.1251755
546801	4054436	-2887.09167
545348	4054403	1878.490288
545590	4054400.5	-674.9750315
545841	4054403	-510.706352
546043	4054402	-499.192375
546355	4054402	-589.242027
546539	4054403	-833.774202
546806.5	4054401.5	-1678.5512025
545344	4054351.5	-1267.7394525
545587	4054352	-704.964525
545839	4054352	-558.053998
546034	4054352	-557.981268
546355	4054353	-670.93558
546542	4054352	-1106.961359
546816	4054351	354.293631
545344	4054302	-2640.915272
545590	4054300	-768.628398
545840	4054301	-644.697788
546037	4054301	-668.342009
546354	4054301	-822.214271
546543	4054301	-1819.688814
546825	4054302	309.1655265
545347	4054251.5	-498.3398935
545593.5	4054251.5	-880.5006425
545840	4054251	-816.716345
546043	4054250	-896.798159
546352	4054251	-1114.473552
546544	4054251	-2796.105055
546820.5	4054255	243.285807
545348	4054201.5	469.319841
545594	4054201	-1106.451122
545840	4054200	-1260.894554
546051	4054201	-1457.970227
546350	4054201.5	-1808.133827
546546	4054200	249.506697
546819	4054199	181.8221145
545349.5	4054151	399.214681
545594	4054151	-1524.901854
545840	4054151	-2513.146193
546051	4054151	-2851.871605
546354	4054159	-3356.5582645
546544	4054150	359.7374475
546814	4054150	145.610687
545102	4054076	85.986662
545348	4054099	286.555612
545603	4054101	-2339.482523
545840	4054100	134.134297
546047	4054101	139.256779
546356	4054099	137.534722
546541	4054102	270.318956
546811	4054099.5	117.191965
545109	4054051	81.750092
545153.5	4054045	94.5486945
545205	4054037	111.35683
545255	4054032	131.842685
545294	4054029	151.087194
545349	4054048.5	211.086063
545580	4054034	-181.807782
545593	4054058	-3170.018952
545837	4054028	363.342999
545839	4054053	415.528925
546043	4054050	335.421612
546354	4054050	247.6521135
546544	4054057.5	199.4247595
546550	4054032	167.98766
546810	4054049	94.627237
545112	4054000	70.398132
545318.5	4054021.5	159.762477
545352	4054012	172.631936
545407	4054002	199.238507
545457.5	4053990.5	219.2083805
545508	4053982	230.856924
545570	4053989	215.43242
545596.5	4053998	69.8043525
545659	4053999	-85.336881
545714	4053990	230.851013
545765.5	4053991	279.5892485
545834	4053988	279.0731675
545861.5	4053986	265.500552
545913	4053996	271.867799
545963	4054000	268.08229
546012	4053996	250.89336
546046	4053988	232.254222
546095	4053983	219.90198
546348	4054000	191.550401
546561	4053999	135.839013
546798	4053985	75.620194
546805	4054010.5	82.1361635
545116	4053948	60.529443
545351	4053948	120.45685
545565	4053972	209.789708
545600	4053949	167.728448
545836	4053951	211.748307
545838	4053926	179.0237135
546044	4053948	183.235354
546095	4053950	179.703334
546346	4053948	141.746808
546568	4053950	104.026266
546797	4053949	66.2848665
545113	4053897	51.409364
545353	4053897	93.392098
545608.5	4053897	132.588217
545837	4053895.5	147.8188095
545838	4053900.5	152.380046
546045	4053899	138.399578
546097	4053899	134.434613
546341	4053892	106.18162
546345	4053917	120.156361
546566.5	4053897	81.5152295
546797	4053898	55.220925
546801	4053875	50.698774
545110	4053859	45.392599
545351	4053860	77.946896
545612	4053860	108.478336
545837	4053856.5	117.807059
545838	4053868	125.689501
546045	4053861	113.238461
546095	4053861	110.376655
546337	4053863	92.5877435
546564	4053860.5	69.972875
546800	4053855.5	47.6060945
546801	4053866	49.198801
